Word	IPA transcription
međudržavna	m e d̪ ʑ u d̪ r ʒ aː v n aː
stvoren	s t̪ v o r e n
Jedi-	j e d̪ i
Jedini	j e d̪ i n i
radio-televizije	r a d̪ i o t̪ e l e v i z i j e
pročitati	p r o t̪ ʃ i t̪ aː t̪ i
usklađuje	u s k l aː d̪ ʑ u j e
dire-	d̪ i r e
direktivom	d̪ i r e k t̪ i v o m
invalida	i n v aː l i d̪ aː
Radićevim	r a d̪ i t̪ ɕ e v i m
600	ʃ e s t̪ o
zaleđu	z a l e d̪ ʑ u
intelektualce	i n t̪ e l e k t̪ u aː l t̪ s e
istupe	i s t̪ u p e
cilja	t̪ s i ʎ aː
Steiner	s t̪ e i n e r
primjeniti	p r i m j e n i t̪ i
definiranog	d̪ e f i n i r aː n o ɡ
Ananom	a n aː n o m
pokrovitelj	p o k r o v i t̪ e ʎ
jakih	j a k i h
dugačka	d̪ u ɡ aː t̪ ʃ k aː
4,4	t̪ ʃ e t̪ i r i t̪ ʃ e t̪ i r i
široka	ʃ i r o k aː
hodnik	x o d̪ n i k
Andrzejom	a n d̪ r z e j o m
Arendarskim	a r e n d̪ a r s k i m
opravka	o p r aː f k aː
Posebnost	p o s e b n o s t̪
najvišima	n a j v i ʃ i m aː
nastupila	n a s t̪ u p i l aː
gradonačelnice	ɡ r a d̪ o n aː t̪ ʃ e l n i t̪ s e
Predviđeno	p r e d̪ v i d̪ ʑ e n o
gotova	ɡ o t̪ o v aː
Pretoriji	p r e t̪ o r i j i
parafirali	p a r aː f i r aː l i
Avivu	a v i v u
ulažemo	u l aː ʒ e m o
napora	n a p o r aː
novaca	n o v aː t̪ s aː
Uvijek	u v i j e k
nekako	n e k aː k o
bližom	b l i ʒ o m
potrošna	p o t̪ r o ʃ n aː
Pudlica	p u d̪ l i t̪ s aː
vratila	v r a t̪ i l aː
raskrvavljenom	r a s k r v aː v l j e n o m
njuškom	ɲ u ʃ k o m
zanimljive	z a n i m ʎ i v e
sukladne	s u k l aː d̪ n e
Rob-	r o b
prijedsjednicom	p r i j e t̪ s j e d̪ n i t̪ s o m
kri-	k r i
nata-	n a t̪ aː
spriječili	s p r i j e t̪ ʃ i l i
čijih	t̪ ʃ i j i h
Župnom	ʒ u p n o m
Ignacija	i ɡ n aː t̪ s i j aː
eksplodirala	e k s p l o d̪ i r aː l aː
eksplozivna	e k s p l o z i v n aː
ulazna	u l aː z n aː
kapelice	k a p e l i t̪ s e
nalazila	n a l aː z i l aː
prizemlju	p r i z e m ʎ u
Župnoga	ʒ u p n o ɡ aː
svjetiljka	s v j e t̪ i ʎ k aː
nošena	n o ʃ e n aː
Palestini	p a l e s t̪ i n i
područ-	p o d̪ r u t̪ ʃ
odnešena	o d̪ n e ʃ e n aː
iskrenoj	i s k r e n o j
građane	ɡ r a d̪ ʑ aː n e
Belgiju	b e l ɡ i j u
zeleno	z e l e n o
svjetlo	s v j e t̪ l o
dodatna	d̪ o d̪ aː t̪ n aː
Nizozemskom	n i z o z e m s k o m
Luksemburgom	l u k s e m b u r ɡ o m
premlaćivanja	p r e m l aː t̪ ɕ i v aː ɲ aː
umorstava	u m o r s t̪ aː v aː
bezakonje	b e z aː k o ɲ e
slučajevi	s l u t̪ ʃ a j e v i
koče	k o t̪ ʃ e
nezakoniti	n e z aː k o n i t̪ i
upravitelji	u p r aː v i t̪ e ʎ i
kontrolira	k o n t̪ r o l i r aː
naplaćuje	n a p l aː t̪ ɕ u j e
kazne	k a z n e
prekršaje	p r e k r ʃ a j e
carinu	t̪ s a r i n u
postavljati	p o s t̪ aː v l j aː t̪ i
Jedrilja	j e d̪ r i ʎ aː
bijelog	b i j e l o ɡ
bračkog	b r a t̪ ʃ k o ɡ
deš-	d̪ e ʃ
Bildom	b i l d̪ o m
izvrsnom	i z v r s n o m
atmosferom	a t̪ m o s f e r o m
natu	n a t̪ u
vojnoj	v o j n o j
Suosjećanje	s u o s j e t̪ ɕ aː ɲ e
vaših	v a ʃ i h
nedavne	n e d̪ aː v n e
pogibije	p o ɡ i b i j e
kolega	k o l e ɡ aː
ulijeva	u l i j e v aː
Balkan	b a l k aː n
jugoistočnu	j u ɡ o i s t̪ o t̪ ʃ n u
prijateljski	p r i j aː t̪ e ʎ s k i
fis-	f i s
finski	f i n s k i
razradi	r a z r aː d̪ i
deminiranje	d̪ e m i n i r aː ɲ e
Austrija	a u s t̪ r i j aː
razvijat	r a z v i j aː t̪
multilateralnim	m u l t̪ i l aː t̪ e r aː l n i m
pojedinosti	p o j e d̪ i n o s t̪ i
milicije	m i l i t̪ s i j e
vašeg	v a ʃ e ɡ
zalaganja	z a l aː ɡ aː ɲ aː
završite	z a v r ʃ i t̪ e
održanog	o d̪ r ʒ aː n o ɡ
značajnije	z n a t̪ ʃ a j n i j e
Dodatni	d̪ o d̪ aː t̪ n i
lepezu	l e p e z u
uklanjaju	u k l aː ɲ a j u
prepreke	p r e p r e k e
Opremi	o p r e m i
uvježbaj	u v j e ʒ b a j
djelotvornijim	d̪ j e l o t̪ v o r n i j i m
europspku	e u r o p s p k u
kontaktira	k o n t̪ aː k t̪ i r aː
intergrirana	i n t̪ e r ɡ r i r aː n aː
Načelnik	n a t̪ ʃ e l n i k
Červenko	t̪ ʃ e r v e ŋ k o
zrakoplovstvo	z r a k o p l o f s t̪ v o
Imra	i m r aː
Agotić	a ɡ o t̪ i t̪ ɕ
Turskog	t̪ u r s k o ɡ
Ahmetom	a h m e t̪ o m
Corekcijem	t̪ s o r e k t̪ s i j e m
Ubrzo	u b r z o
štedionicu	ʃ t̪ e d̪ i o n i t̪ s u
streljanom	s t̪ r e ʎ aː n o m
propao	p r o p aː o
preuzimanja	p r e u z i m aː ɲ aː
UNTA-	u n t̪ aː
svojeg-	s v o j e ɡ
dolaska-	d̪ o l aː s k aː
upoznaje	u p o z n a j e
služben	s l u ʒ b e n
registracijskskom	r e ɡ i s t̪ r aː t̪ s i j s k s k o m
pločom	p l o t̪ ʃ o m
ulasku	u l aː s k u
kontrolirati	k o n t̪ r o l i r aː t̪ i
roza	r o z aː
karte	k a r t̪ e
zelene	z e l e n e
registrajskom	r e ɡ i s t̪ r a j s k o m
pločicom	p l o t̪ ʃ i t̪ s o m
ulaziti	u l aː z i t̪ i
čitavo	t̪ ʃ i t̪ aː v o
nečuvene	n e t̪ ʃ u v e n e
prevrata	p r e v r aː t̪ aː
šverca	ʃ v e r t̪ s aː
plutonija	p l u t̪ o n i j aː
mafijaških	m a f i j aː ʃ k i h
obračuna	o b r aː t̪ ʃ u n aː
raslojavanja	r a s l o j aː v aː ɲ aː
zanimaju	z a n i m a j u
Smanjenje	s m a ɲ e ɲ e
praćeno	p r a t̪ ɕ e n o
blagim	b l a ɡ i m
snižavanjem	s n i ʒ aː v aː ɲ e m
napuhane	n a p u h aː n e
spretni	s p r e t̪ n i
prodavali	p r o d̪ aː v aː l i
dionice	d̪ i o n i t̪ s e
vojna	v o j n aː
bojnika	b o j n i k aː
Slavka	s l a f k aː
Barića	b a r i t̪ ɕ aː
izlas-	i z l aː s
izlanstvo	i z l aː n s t̪ v o
nez-	n e z
posvjedovali	p o s v j e d̪ o v aː l i
okupljeno	o k u p ʎ e n o
upozoravajući	u p o z o r aː v a j u t̪ ɕ i
znanstvenih	z n a n s t̪ v e n i h
novotravničkog	n o v o t̪ r aː v n i t̪ ʃ k o ɡ
Matice	m a t̪ i t̪ s e
uručili	u r u t̪ ʃ i l i
Stradanje	s t̪ r a d̪ aː ɲ e
javnobilježničkim	j a v n o b i ʎ e ʒ n i t̪ ʃ k i m
prijestrojbama	p r i j e s t̪ r o j b aː m aː
prijestrojbi	p r i j e s t̪ r o j b i
lošiji	l o ʃ i j i
materijalni	m a t̪ e r i j aː l n i
dopušteno	d̪ o p u ʃ t̪ e n o
kretati	k r e t̪ aː t̪ i
zadržat	z a d̪ r ʒ aː t̪
inf-	i n f
izlazu	i z l aː z u
Komletina-	k o m l e t̪ i n aː
Komletinaca	k o m l e t̪ i n aː t̪ s aː
pušten	p u ʃ t̪ e n
plinoopskrbni	p l i n o o p s k r b n i
Otok	o t̪ o k
pripadaju-	p r i p aː d̪ a j u
pripadaju	p r i p aː d̪ a j u
Komletinci	k o m l e t̪ i n t̪ s i
Privlaka	p r i v l aː k aː
Jarnjaka	j a r ɲ aː k aː
suradnike	s u r aː d̪ n i k e
školovanja	ʃ k o l o v aː ɲ aː
ponudilo	p o n u d̪ i l o
raznovnr-	r a z n o v n r
raznovrsnih	r a z n o v r s n i h
policiji	p o l i t̪ s i j i
Skromni	s k r o m n i
Mršić	m r ʃ i t̪ ɕ
početnoga	p o t̪ ʃ e t̪ n o ɡ aː
plejade	p l e j aː d̪ e
dokazivao	d̪ o k aː z i v aː o
jugodiplomacije	j u ɡ o d̪ i p l o m aː t̪ s i j e
sporni	s p o r n i
učinak	u t̪ ʃ i n aː k
Upozorivši	u p o z o r i f ʃ i
nisku	n i s k u
inflaciju	i n f l aː t̪ s i j u
rekonstrukcija	r e k o n s t̪ r u k t̪ s i j aː
kapaciteta	k a p aː t̪ s i t̪ e t̪ aː
poduprt	p o d̪ u p r t̪
presudnim	p r e s u d̪ n i m
mladu	m l a d̪ u
iskazivala	i s k aː z i v aː l aː
Savezna	s a v e z n aː
Vrlo	v r l o
stvarima	s t̪ v a r i m aː
dubrovačkoga	d̪ u b r o v aː t̪ ʃ k o ɡ aː
memoranduma	m e m o r aː n d̪ u m aː
suglasnog	s u ɡ l aː s n o ɡ
akademika	a k aː d̪ e m i k aː
Pavelića	p a v e l i t̪ ɕ aː
Miro	m i r o
konkretnija	k o ŋ k r e t̪ n i j aː
nedavnih	n e d̪ aː v n i h
RR	r r
Prihvaćen	p r i h v aː t̪ ɕ e n
Najdrastičniji	n a j d̪ r aː s t̪ i t̪ ʃ n i j i
branše	b r a n ʃ e
polugodištu	p o l u ɡ o d̪ i ʃ t̪ u
tekstilnih	t̪ e k s t̪ i l n i h
prediva	p r e d̪ i v aː
tkanina	t̪ k a n i n aː
istodobni	i s t̪ o d̪ o b n i
gotovih	ɡ o t̪ o v i h
13,7	t̪ r i n a i s t̪ s e d̪ aː m
Prijedsjednik	p r i j e t̪ s j e d̪ n i k
potprijedsjednik	p o t̪ p r i j e t̪ s j e d̪ n i k
potresom	p o t̪ r e s o m
pogođeno	p o ɡ o d̪ ʑ e n o
Stona	s t̪ o n aː
Dubrovačkog	d̪ u b r o v aː t̪ ʃ k o ɡ
primorja	p r i m o r j aː
Rad	r a d̪
otvarati	o t̪ v a r aː t̪ i
kapitel-	k a p i t̪ e l
Eltzova	e l d̪ z o v aː
dvorca	d̪ v o r t̪ s aː
Filipa	f i l i p aː
njeni	ɲ e n i
saveznici	s a v e z n i t̪ s i
nadaju	n a d̪ a j u
mekom	m e k o m
prizemljenju	p r i z e m ʎ e ɲ u
miroljubivim	m i r o ʎ u b i v i m
postupnih	p o s t̪ u p n i h
sjevera	s j e v e r aː
prognonstvu	p r o ɡ n o n s t̪ v u
dopunjen	d̪ o p u ɲ e n
dvojicom	d̪ v o j i t̪ s o m
davanju	d̪ a v aː ɲ u
utovarno-istovarni	u t̪ o v a r n o i s t̪ o v a r n i
karakter	k a r aː k t̪ e r
ikakve	i k aː k v e
dozvole	d̪ o z v o l e
davat	d̪ a v aː t̪
uklju-	u k ʎ u
veleposlanicima	v e l e p o s l aː n i t̪ s i m aː
akreditiranima	a k r e d̪ i t̪ i r aː n i m aː
Svetoj	s v e t̪ o j
Stolici	s t̪ o l i t̪ s i
nazvao	n a z v aː o
Jeruzalemom	j e r u z aː l e m o m
Farmaceutska	f a r m aː t̪ s e u t̪ s k aː
privatizirana	p r i v aː t̪ i z i r aː n aː
Pliva	p l i v aː
Čović	t̪ ʃ o v i t̪ ɕ
kupnju	k u p ɲ u
farmaceutskim	f a r m aː t̪ s e u t̪ s k i m
Izaslanstva	i z aː s l aː n s t̪ v aː
imovinsko-pravnim	i m o v i n s k o p r a v n i m
obeštećivanja	o b e ʃ t̪ e t̪ ɕ i v aː ɲ aː
optanti	o p t̪ aː n t̪ i
B	b i
Bujštinu	b u j ʃ t̪ i n u
Koparštinu	k o p a r ʃ t̪ i n u
slovenske	s l o v e n s k e
nuklearna	n u k l e a r n aː
teniska	t̪ e n i s k aː
loptica	l o p t̪ i t̪ s aː
šalica	ʃ a l i t̪ s aː
kavu	k a v u
pristiglo	p r i s t̪ i ɡ l o
županijskoj	ʒ u p aː n i j s k o j
napetog	n a p e t̪ o ɡ
utemeljen-	u t̪ e m e ʎ e n
utemeljenju	u t̪ e m e ʎ e ɲ u
Božena	b o ʒ e n aː
Višnjić	v i ʃ ɲ i t̪ ɕ
osuđen	o s u d̪ ʑ e n
privođenja	p r i v o d̪ ʑ e ɲ aː
uhićenja	u h i t̪ ɕ e ɲ aː
Skopljaka	s k o p ʎ aː k aː
nevino	n e v i n o
srednjobosanskih	s r e d̪ ɲ o b o s aː n s k i h
razumno	r a z u m n o
trajanje	t̪ r a j aː ɲ e
sudskog	s u t̪ s k o ɡ
grudarske	ɡ r u d̪ a r s k e
značila	z n a t̪ ʃ i l aː
opstajanost	o p s t̪ a j aː n o s t̪
Edin	e d̪ i n
Bešo	b e ʃ o
dvacetšestogodišnji	d̪ v a t̪ s e t̪ ʃ e s t̪ o ɡ o d̪ i ʃ ɲ i
mladić	m l a d̪ i t̪ ɕ
prigradskom	p r i ɡ r aː t̪ s k o m
ispričao	i s p r i t̪ ʃ aː o
izbio	i z b i o
hrvatsko-muslimanski	x r v a t̪ s k o m u s l i m aː n s k i
Lašvanskoj	l a ʃ v aː n s k o j
dolini	d̪ o l i n i
oken-	o k e n
dugogodišnjeg	d̪ u ɡ o ɡ o d̪ i ʃ ɲ e ɡ
australi-	a u s t̪ r aː l i
australskog	a u s t̪ r aː l s k o ɡ
skup-	s k u p
Paula	p a u l aː
Filinga	f i l i ŋ ɡ aː
Reda	r e d̪ aː
plesa	p l e s aː
osobit	o s o b i t̪
dobrobiti	d̪ o b r o b i t̪ i
njezinih	ɲ e z i n i h
Westendorpov	v e s t̪ e n d̪ o r p o v
obilazak	o b i l aː z aː k
konfedere-	k o n f e d̪ e r e
beogradskoj	b e o ɡ r aː t̪ s k o j
Politici	p o l i t̪ i t̪ s i
dopunjena	d̪ o p u ɲ e n aː
tvrdnjama	t̪ v r d̪ ɲ a m aː
masovna	m a s o v n aː
Elipton	e l i p t̪ o n
Šapcu	ʃ a p t̪ s u
obrazovanje-	o b r aː z o v aː ɲ e
Ritu	r i t̪ u
Mitchell	m i t̪ t̪ s h e l l
ga-	ɡ a
Gabrielle	ɡ a b r i e l l e
maza-	m a z aː
povećana	p o v e t̪ ɕ aː n aː
idućemu	i d̪ u t̪ ɕ e m u
presuđen	p r e s u d̪ ʑ e n
Mateka	m a t̪ e k aː
djelovali	d̪ j e l o v aː l i
prijenos	p r i j e n o s
realnom	r e aː l n o m
općenja	o p t̪ ɕ e ɲ aː
onlinije	o n l i n i j e
plitvičkom	p l i t̪ v i t̪ ʃ k o m
Jezero	j e z e r o
upriličena	u p r i l i t̪ ʃ e n aː
svečanost	s v e t̪ ʃ aː n o s t̪
Kvaternik	k v a t̪ e r n i k
Rakovice	r a k o v i t̪ s e
Palijan	p a l i j aː n
rakovačkog	r a k o v aː t̪ ʃ k o ɡ
slunjskog	s l u ɲ s k o ɡ
plitvičkog	p l i t̪ v i t̪ ʃ k o ɡ
odgovarali	o d̪ ɡ o v a r aː l i
Davorin	d̪ a v o r i n
iseljeništva	i s e ʎ e n i ʃ t̪ v aː
Kovač	k o v aː t̪ ʃ
HRTV-a	x r t̪ v a
matice	m a t̪ i t̪ s e
Beljo	b e ʎ o
sanacijski	s a n aː t̪ s i j s k i
tekstila	t̪ e k s t̪ i l aː
Dinamiku	d̪ i n aː m i k u
sinjskoj	s i ɲ s k o j
Dalmatinki	d̪ a l m aː t̪ i ŋ k i
pazinskoj	p a z i n s k o j
Pazinki	p a z i ŋ k i
karlovačkom	k a r l o v aː t̪ ʃ k o m
Velebitu	v e l e b i t̪ u
otpuštanje	o t̪ p u ʃ t̪ aː ɲ e
2450	d̪ v i j e t̪ i s u t̪ ɕ e t̪ ʃ e t̪ i r i s t̪ o p e d̪ e s e t̪
raskoraku	r a s k o r aː k u
folklornim	f o l k l o r n i m
hercegovačkim	x e r t̪ s e ɡ o v aː t̪ ʃ k i m
radikalima	r a d̪ i k aː l i m aː
koristilo	k o r i s t̪ i l o
nekidan	n e k i d̪ aː n
otežavaju	o t̪ e ʒ aː v a j u
legitimnim	l e ɡ i t̪ i m n i m
Osvrnuvši	o s v r n u f ʃ i
predljo-	p r e d̪ ʎ o
Bošnjaci	b o ʃ ɲ aː t̪ s i
Muslimani	m u s l i m aː n i
predloženoga	p r e d̪ l o ʒ e n o ɡ aː
razmatrana	r a z m aː t̪ r aː n aː
aktualna	a k t̪ u aː l n aː
duž-	d̪ u ʒ
dužna	d̪ u ʒ n aː
odati	o d̪ aː t̪ i
počest	p o t̪ ʃ e s t̪
djelotno	d̪ j e l o t̪ n o
egzistencijalne	e ɡ z i s t̪ e n t̪ s i j aː l n e
Potpredsjednicu	p o t̪ p r e t̪ s j e d̪ n i t̪ s u
sporog	s p o r o ɡ
neku	n e k u
ljevičar	ʎ e v i t̪ ʃ a r
Devedeset	d̪ e v e d̪ e s e t̪
tekstova	t̪ e k s t̪ o v aː
osamdesetih	o s aː m d̪ e s e t̪ i h
devedesetih	d̪ e v e d̪ e s e t̪ i h
izrazitu	i z r aː z i t̪ u
kritiku	k r i t̪ i k u
unitarizma	u n i t̪ a r i z m aː
Postavili	p o s t̪ aː v i l i
odgovorili	o d̪ ɡ o v o r i l i
Dočekali	d̪ o t̪ ʃ e k aː l i
Kalmeta	k a l m e t̪ aː
HV-a	x i v i a
ge-	ɡ e
general-pukovnik	ɡ e n e r aː l p u k o v n i k
kninskoga	k n i n s k o ɡ aː
Norac	n o r aː t̪ s
vojarne	v o j a r n e
prijetnja	p r i j e t̪ ɲ aː
obavljale	o b aː v l j aː l e
upozorava	u p o z o r aː v aː
Izrazivši	i z r aː z i f ʃ i
Koschnickovu	k o s t̪ s h n i t̪ s k o v u
poštovati	p o ʃ t̪ o v aː t̪ i
arbitar	a r b i t̪ a r
Roberts	r o b e r t̪ s
Owen	o v e n
prepustio	p r e p u s t̪ i o
Koschnicku	k o s t̪ s h n i t̪ s k u
dvojbe	d̪ v o j b e
globalno-regionalnoj	ɡ l o b aː l n o r e ɡ i o n aː l n o j
inicijativi	i n i t̪ s i j aː t̪ i v i
njen	ɲ e n
eurosk-	e u r o s k
razgovarajući-	r a z ɡ o v a r a j u t̪ ɕ i
javnu-	j a v n u
federa-	f e d̪ e r aː
zagovarajući	z a ɡ o v a r a j u t̪ ɕ i
federaciju	f e d̪ e r aː t̪ s i j u
isposluju	i s p o s l u j u
Naučimo	n a u t̪ ʃ i m o
neobično	n e o b i t̪ ʃ n o
pusta	p u s t̪ aː
ljepše	ʎ e p ʃ e
Pojasnio	p o j aː s n i o
smjer-	s m j e r
smjeni	s m j e n i
ophodnji	o p h o d̪ ɲ i
detektivi	d̪ e t̪ e k t̪ i v i
as-	a s
apstraktna	a p s t̪ r aː k t̪ n aː
formulacija	f o r m u l aː t̪ s i j aː
konkretiziranje	k o ŋ k r e t̪ i z i r aː ɲ e
saradnji	s a r aː d̪ ɲ i
medicinskim	m e d̪ i t̪ s i n s k i m
davatelja	d̪ a v aː t̪ e ʎ aː
Online	o n l i n e
System	s i s t̪ e m
Service	s e r v i t̪ s e
otvorila	o t̪ v o r i l aː
edukacijski	e d̪ u k aː t̪ s i j s k i
temom	t̪ e m o m
AIDIS-a	a i d̪ i s a
bošnjačka	b o ʃ ɲ aː t̪ ʃ k aː
Usore	u s o r e
podzakonskih	p o d̪ ʑ aː k o n s k i h
akata	a k aː t̪ aː
uskladimo	u s k l aː d̪ i m o
Tita	t̪ i t̪ aː
1974.-e	t̪ i s u t̪ ɕ u d̪ e v e t̪ s t̪ o s e d̪ aː m d̪ e s e t̪ t̪ ʃ e t̪ i r i e
branio	b r a n i o
braniti	b r a n i t̪ i
Golente	ɡ o l e n t̪ e
spočitavaju	s p o t̪ ʃ i t̪ aː v a j u
uzdizali	u z d̪ i z aː l i
nebo	n e b o
kazneni	k a z n e n i
izručenje	i z r u t̪ ʃ e ɲ e
priopćava	p r i o p t̪ ɕ aː v aː
civilni	t̪ s i v i l n i
Wenstendorp	v e n s t̪ e n d̪ o r p
zatvoriti	z a t̪ v o r i t̪ i
namjernog	n a m j e r n o ɡ
širenja	ʃ i r e ɲ aː
lažnih	l a ʒ n i h
zapaljivih	z a p aː ʎ i v i h
komentara	k o m e n t̪ a r aː
uvredljivog	u v r e d̪ ʎ i v o ɡ
iskrivljenog	i s k r i v l j e n o ɡ
izvještavanja	i z v j e ʃ t̪ aː v aː ɲ aː
Buduće	b u d̪ u t̪ ɕ e
Kochnick	k o t̪ s h n i t̪ s k
Zdravka	z d̪ r a f k aː
magistra	m a ɡ i s t̪ r aː
Mikšu	m i k ʃ u
krijumčari	k r i j u m t̪ ʃ a r i
gotovu	ɡ o t̪ o v u
crvenu	t̪ s r v e n u
živu	ʒ i v u
500000	p e t̪ s t̪ o t̪ i s u t̪ ɕ aː
kabinetu	k a b i n e t̪ u
Mikše	m i k ʃ e
šefica	ʃ e f i t̪ s aː
većim	v e t̪ ɕ i m
okupljenih	o k u p ʎ e n i h
Goranu	ɡ o r aː n u
primopredaju	p r i m o p r e d̪ a j u
snazi	s n a z i
negativna	n e ɡ aː t̪ i v n aː
Talijansku	t̪ a l i j aː n s k u
susreo-	s u s r e o
inozemstvom	i n o z e m s t̪ v o m
upravljanje	u p r aː v l j aː ɲ e
imovino-	i m o v i n o
Osobno	o s o b n o
isključivao	i s k ʎ u t̪ ʃ i v aː o
ICT	i t̪ s t̪
ode	o d̪ e
tamo-	t̪ a m o
unutarstranački	u n u t̪ a r s t̪ r aː n aː t̪ ʃ k i
saziv	s a z i v
Slobodno	s l o b o d̪ n o
slobodan	s l o b o d̪ aː n
pravih	p r a v i h
stalna	s t̪ a l n aː
materijalna	m a t̪ e r i j aː l n aː
moralna	m o r aː l n aː
cjelovite	t̪ s j e l o v i t̪ e
reforme	r e f o r m e
kaznenoga	k a z n e n o ɡ aː
zakonodonstva	z a k o n o d̪ o n s t̪ v aː
so-	s o
temeljnih	t̪ e m e ʎ n i h
kaznenom	k a z n e n o m
zajedanju	z a j e d̪ aː ɲ u
saborskim	s a b o r s k i m
Krznarić	k r z n a r i t̪ ɕ
osigurao	o s i ɡ u r aː o
kvar-	k v a r
prekvalifikaciju	p r e k v aː l i f i k aː t̪ s i j u
Tehničkoj	t̪ e h n i t̪ ʃ k o j
Ressull	r e s s u l l
La-	l a
Baggesena	b a ɡ ɡ e s e n aː
bunkeru	b u ŋ k e r u
uspjeli	u s p j e l i
približiti	p r i b l i ʒ i t̪ i
okružen	o k r u ʒ e n
ispalili	i s p aː l i l i
raspiše	r a s p i ʃ e
potvrdila	p o t̪ v r d̪ i l aː
solidarnost	s o l i d̪ a r n o s t̪
Vukovarom	v u k o v a r o m
kojasu-	k o j aː s u
Petogodišnji	p e t̪ o ɡ o d̪ i ʃ ɲ i
pros-	p r o s
stvorio	s t̪ v o r i o
postojećih	p o s t̪ o j e t̪ ɕ i h
zastarjelog	z a s t̪ a r j e l o ɡ
konvencionalnog	k o n v e n t̪ s i o n aː l n o ɡ
Ukrajine	u k r a j i n e
idealan	i d̪ e aː l aː n
pokusni	p o k u s n i
poligon	p o l i ɡ o n
ispitana	i s p i t̪ aː n aː
borbenim	b o r b e n i m
odbijanja	o d̪ b i j aː ɲ aː
državljanstvu	d̪ r ʒ a v l j aː n s t̪ v u
putovnicama	p u t̪ o v n i t̪ s aː m aː
ukinuti	u k i n u t̪ i
putovanja	p u t̪ o v aː ɲ aː
Alloush	a l l o u s h
Sirije	s i r i j e
npr	n i p i r i
Ujedinjenoga	u j e d̪ i ɲ e n o ɡ aː
pismom	p i s m o m
prijevoznike	p r i j e v o z n i k e
promjeni	p r o m j e n i
upotrebi	u p o t̪ r e b i
ekonomija	e k o n o m i j aː
odlučnom	o d̪ l u t̪ ʃ n o m
restruktuiranja	r e s t̪ r u k t̪ u i r aː ɲ aː
ovisno	o v i s n o
umješnosti	u m j e ʃ n o s t̪ i
kreatora	k r e aː t̪ o r aː
prebrode	p r e b r o d̪ e
tranzitnog	t̪ r a n z i t̪ n o ɡ
oporbenim	o p o r b e n i m
Mari-	m a r i
Mariofil	m a r i o f i l
najbitnija	n a j b i t̪ n i j aː
mostovi	m o s t̪ o v i
telefoni	t̪ e l e f o n i
stolu	s t̪ o l u
dubrovačkim	d̪ u b r o v aː t̪ ʃ k i m
uvjetovane	u v j e t̪ o v aː n e
razgledali	r a z ɡ l e d̪ aː l i
Dioklecijanovu	d̪ i o k l e t̪ s i j aː n o v u
palaču	p a l aː t̪ ʃ u
Divuljama	d̪ i v u ʎ aː m aː
Japansko-hrvatskog	j a p aː n s k o x r v a t̪ s k o ɡ
Keiji	k e i j i
Oda	o d̪ aː
Japanskog	j a p aː n s k o ɡ
Hiroshi	x i r o s h i
Watananabe	v a t̪ aː n aː n aː b e
sjevernih	s j e v e r n i h
Kinu	k i n u
Rusiju	r u s i j u
ublažila	u b l aː ʒ i l aː
kruto	k r u t̪ o
pomogla	p o m o ɡ l aː
Polovicom	p o l o v i t̪ s o m
krugu	k r u ɡ u
Zjuganov	z j u ɡ aː n o v
meko	m e k o
izazvalo	i z aː z v aː l o
kritike	k r i t̪ i k e
protivnicima	p r o t̪ i v n i t̪ s i m aː
Sipa-	s i p aː
Šipan	ʃ i p aː n
izviješteni	i z v i j e ʃ t̪ e n i
trajektnog	t̪ r a j e k t̪ n o ɡ
pristaništa	p r i s t̪ aː n i ʃ t̪ aː
S-	s
Suđuradu	s u d̪ ʑ u r aː d̪ u
bitnijih	b i t̪ n i j i h
potpresitnik	p o t̪ p r e s i t̪ n i k
izasnika	i z aː s n i k aː
sant-	s a n t̪
sateta	s a t̪ e t̪ aː
Daniela	d̪ a n i e l aː
Serwera	s e r v e r aː
poprska	p o p r s k aː
pesticidima	p e s t̪ i t̪ s i d̪ i m aː
usahnula	u s aː h n u l aː
osušila	o s u ʃ i l aː
uništi	u n i ʃ t̪ i
dionici	d̪ i o n i t̪ s i
9400	d̪ e v e t̪ t̪ i s u t̪ ɕ aː t̪ ʃ e t̪ i r i s t̪ o
Plave	p l a v e
Lagune	l a ɡ u n e
porukom	p o r u k o m
tipičnom	t̪ i p i t̪ ʃ n o m
umjetnika	u m j e t̪ n i k aː
manifest	m a n i f e s t̪
postkomunizmu	p o s t̪ k o m u n i z m u
održanih	o d̪ r ʒ aː n i h
prosincu	p r o s i n t̪ s u
dr-	d̪ i r i
petrokemijske	p e t̪ r o k e m i j s k e
mineralne	m i n e r aː l n e
gnojiva	ɡ n o j i v aː
polimara	p o l i m a r aː
dinemici	d̪ i n e m i t̪ s i
relazacije	r e l aː z aː t̪ s i j e
Prijetnja	p r i j e t̪ ɲ aː
otišla	o t̪ i ʃ l aː
vjetar	v j e t̪ a r
dirane	d̪ i r aː n e
osnivane	o s n i v aː n e
Emre	e m r e
Gonesej	ɡ o n e s e j
Turskoj	t̪ u r s k o j
Hijadeta	x i j aː d̪ e t̪ aː
Biščevića	b i ʃ t̪ ʃ e v i t̪ ɕ aː
Ovakvi	o v aː k v i
uređena	u r e d̪ ʑ e n aː
preuređivanje	p r e u r e d̪ ʑ i v aː ɲ e
nekadašnjeg	n e k aː d̪ aː ʃ ɲ e ɡ
klupskog	k l u p s k o ɡ
poslužavanike	p o s l u ʒ aː v aː n i k e
jelom	j e l o m
